Tweet_count,Username,Text,Created At,Retweets,Likes
2412,Sam Thompson,"@TheNBACentel Anybody that follows basketball already knew he was done after this. He said it before the Olympics 💀 just like pop, he did 1 FIBA and 1 Olympic Games. Fucking casuals man",Mon Aug 19 21:14:05 +0000 2024,0,0
2413,Rodney Sherman,@celinedion @Olympics @Paris2024 Thank you Celine!  You are magnificent and your rendition of Hymme a l’Amour was beautiful and moving.  We all cried.,Mon Aug 19 21:14:01 +0000 2024,0,0
2414,Jason Mobbs,"@hodgetwins Maybe, and that is a long stretch but, maybe she could podium in the Special Olympics.",Mon Aug 19 21:13:53 +0000 2024,0,0
2415,TdoesTweets,@HoodiiBron Having Embiid ahead of the three time MVP who just nearly toppled Team USA in the Olympics with fucking Bogey as his 2nd best teammate is just hateful hateful work,Mon Aug 19 21:13:41 +0000 2024,0,1
2416,Nugim,@acdmma_ @ChampRDS It doesn’t. Henry is a 1st gen immigrant and he now lives in a mansion after representing the United States in the Olympics and fighting every fight under the American flag. Why would Henry think color of skin has anything to do with anything. He made it,Mon Aug 19 21:13:38 +0000 2024,0,0
2417,👩‍⚕️THE KAIROS WOMAN 👸🕊🇳🇬,"@eludayo_1 Sir,is this the new book for Olympics 24?",Mon Aug 19 21:13:37 +0000 2024,0,3
2418,Nero Tulip,"@gamesetbanter @CincyTennis Italy wons Bronze Medal, what your country did at Olympics games?",Mon Aug 19 21:13:33 +0000 2024,0,1
2419,AI Expert,"@MeeraMystery The olympics are always amazing.

The emotions always feel like coming out of the screen!",Mon Aug 19 21:13:27 +0000 2024,0,0
2420,Iain Brassington 🇪🇺,"It occurred to me that a modern equivalent should be footage of the 2024 Olympic triathlon relay.  It'd tell aliens about our physiology, our cities, our tech, and I think they'd be able to deduce that it was friendly competition between tribes, too.",Mon Aug 19 21:13:24 +0000 2024,0,0
2421,https://yonadav7,» The Woke 2024 Olympics | Frontpage Mag https://t.co/Rm8isfXKNU,Mon Aug 19 21:13:22 +0000 2024,0,0
2422,Brandon,@JoeBiden Special Olympics team,Mon Aug 19 21:13:18 +0000 2024,0,0
2423,Olympic Smoker,@zekebanks Christian mccafery? For what? Lol,Mon Aug 19 21:13:16 +0000 2024,0,0
2424,Matt Huffy ⭕️🍊,@SkyDigg4 Speed Walking Olympic Champion 🥇🥇🥇,Mon Aug 19 21:13:15 +0000 2024,0,1
2425,Nerocrow,@TwoLetterMo You she hulk fans had a point with saying It's stupid how everyone bashed she hulk for shaking her ass but not Wade. But this point is stupid She's literally trying to have a trauma Olympics with a guh who is hunted by the government and try to k!ll himself there is no comparison,Mon Aug 19 21:13:12 +0000 2024,0,0
2426,Isla,Last night I had a dream that I had won the Olympics in table tennis and it felt so real I actually got sad and shed a few tears when I woke up and realized it was just a dream💀💀,Mon Aug 19 21:13:10 +0000 2024,0,6
2427,Alex Northrop,"@MattWallace888 That she's an olympic athlete, and so not average",Mon Aug 19 21:13:05 +0000 2024,0,0
2428,Rick Jones,"@AesPolitics1 The border bill was as much about the border as ""Raygun's"" Olympic routine was about break dancing.",Mon Aug 19 21:13:09 +0000 2024,0,1
2429,-,"@knowclarified @IterIntellectus He told advertisers to f themselves, then sued them for not advertising on X, he dead named his daughter, pushed conspiracy theories about Pelosi being attacked by his gay lover, millions of dem voters being flow in, called an Olympic woman a man...",Mon Aug 19 21:13:10 +0000 2024,0,1
2430,Cortney Erwin,"The Doors- people are strange 

Mmmm do we even have to talk about it? 

Not if u classified them by the oppressed Olympics.  Did u do that?

Are u being honestly just self aware using natural bias based on location for safety.  

Oh yeah canceled.  Did u have to ask? Lols",Mon Aug 19 21:13:03 +0000 2024,0,0
2431,Simon,@c_lowe_brown @boltiworld facts Tyrese Maxey 2028 US Men's Olympic Basketball Team starting SG,Mon Aug 19 21:13:01 +0000 2024,0,2
2432,Uncivil Law 🤠,Uncivil Law has a new Youtube video!  @loganpaulvlogs Gets Sued by the Olympics https://t.co/8NUJt9yzA7,Mon Aug 19 21:12:57 +0000 2024,3,8
2433,Gui_Zac85,"@Olympics I would love to see them surfing, but that would be dangerous and even result in death.",Mon Aug 19 21:13:00 +0000 2024,0,0
2434,The Freak of Crystal Cove,@notgruulthencry If I’m going to the Olympics for hanging out I’m not coming back with a silver,Mon Aug 19 21:12:56 +0000 2024,0,0
2435,Dominique Blalock,Summer Olympic Games https://t.co/5DqMqdH6uv,Mon Aug 19 21:12:54 +0000 2024,0,1
2436,Gray to Super-Villian,"Looking for 👀 women's rugby games since the Olympics has alerted me that the US in fact, has a women's rugby team https://t.co/T2WqjS1qQA",Mon Aug 19 21:12:51 +0000 2024,0,1
2437,Tennis Connected,"Gotta think that this could be a great opportunity for Sabalenka to capture her first US Open title. Still not a lock for sure. But with Olympics taking its toll on so many players, Sabalenka should be the favourite. 

Of course, Swiatek will have something to say about that",Mon Aug 19 21:12:48 +0000 2024,0,0
2438,Eddie Goldman,Olympic gold medalist boxer Lin Yu-ting dismisses Trump's lies 🥊#Paris2024 #boxing #boxing @Girlboxingnow @glensharp33 @AuroraO83 @Deoliver47 @ThatAlvaJohnson @1CharlesFarrell @LindaLeePeacock @izdatyofaceee @JensWeinreich @BorisvdVorst @KirstiMiller30 https://t.co/98t6goMyxS,Mon Aug 19 21:12:46 +0000 2024,1,4
2439,no remorse,@JoeBiden Usa special Olympic team,Mon Aug 19 21:12:39 +0000 2024,0,0
2440,Anthony D,"@sterlingcouper @sapphiracristal @JimmyKimmelLive @RuPaul @ABCNetwork So if you don’t you, you get awarded by your country, get to perform to the president and in the Olympics? 😍",Mon Aug 19 21:12:38 +0000 2024,0,1
2441,austin (e/accordion 🪗),"me in my early 20s: no thanks, i dont need another beer. what if i want to compete in the olympics some day??
me in my late 30s: yeah can we get another marg tower",Mon Aug 19 21:12:37 +0000 2024,0,0
2442,"Newrottland Farms, Olympic Mountains WA","@JPo1369 It's what they say, more is not better. Most just hide others",Mon Aug 19 21:12:36 +0000 2024,0,1
2443,Dominique Blalock,Summer Olympic Games https://t.co/5DqMqdGyEX,Mon Aug 19 21:12:30 +0000 2024,0,0
2444,drea,@LudwigAhgren he would’ve went crazy at the streamer olympics https://t.co/mDmRrBxz0v,Mon Aug 19 21:12:24 +0000 2024,0,184
2445,henryfung@onewilshire.la/bsky,"@militantangleno @BrightlineWest It is aggressive, I will be more certain once track is actually laid down. There is nothing stopping them from running conventional trains during the Olympics and stringing wire later, if the electric rail cars won't be built by then.",Mon Aug 19 21:12:23 +0000 2024,0,1
2446,Neil,@GovCox The key to decreasing the cost of housing is to NOT bring the f%*#ing Olympics to your state!,Mon Aug 19 21:12:23 +0000 2024,2,18
2447,AmericanFresH2OBank,@hodgetwins She was mocking the Olympic committee for trying to control the break dancing scene n Australia,Mon Aug 19 21:12:13 +0000 2024,0,2
2448,Richard Hoyer,"The 2024 Paris, France Olympics had some very nice and very big col_ss_u_s

Blossom Puzzle, August 19
Letters: C E L S M O U
My score: 251 points
My longest word: 10 letters
 🌺 🌼 🌹 🌷 🏵 🌸 💐 💮 🌻 🌺

https://t.co/kwAtgftsqB",Mon Aug 19 21:12:10 +0000 2024,0,0
2449,Remy Cee,@Lightroom #Olympics blurry https://t.co/jLnR2Nv3Th,Mon Aug 19 21:12:07 +0000 2024,0,0
2450,Koffiecorner,"@wrldshowroom @creepydotorg @Olympics Yeah, do you want to send it to me too?",Mon Aug 19 21:12:04 +0000 2024,0,0
2451,PHSOtheFACTS,@robster12065612 Olympics is over,Mon Aug 19 21:12:01 +0000 2024,0,1
2452,Bono Biesma,@iamyesyouareno No wonder it took the pope so long to come up with a proper reaction on the diabolical performances at the olympics,Mon Aug 19 21:11:59 +0000 2024,0,0
2453,Coach Juice,@NFL_DovKleiman We don’t care about no damn flag Olympics my dog,Mon Aug 19 21:11:57 +0000 2024,0,1
2454,DMoney,@zSneakerHeadz Olympic 7,Mon Aug 19 21:11:53 +0000 2024,0,0
2455,DSH,"@MattWallace888 olympic athletes are ""average"", ok? lol",Mon Aug 19 21:11:49 +0000 2024,0,0
2456,Big H,"@PAMsLOvE 😂😂 at first glance, I thought it was the Olympic ice dancing medal winners",Mon Aug 19 21:11:44 +0000 2024,0,1
2457,AnAgelessSage,"@WHNurseryRhymes @Corvus_corone99 Did you fucking dig through my account almost a year ago to try and pull a sick burn? While looking like a loser who went through a years worth of tweets? LOL I see why your mom needed the turkey baster bad look for men to sleep with special Olympics athletes.. God damn,",Mon Aug 19 21:11:37 +0000 2024,0,0
2458,Henry Maus,@TheBabylonBee Yours is exactly the same behavior exhibited by French Olympic organizers.,Mon Aug 19 21:11:37 +0000 2024,0,0
2459,GenZod,"Boston Celtics will win it all this Year. 

They fcked up by not Inviting Jaylen Brown to the Olympics &amp; Benching Tatum for those Games. 

They just pissed off 2 Young Killas.",Mon Aug 19 21:11:37 +0000 2024,0,0
2460,Denise,@AronOzmeir @creepydotorg @Olympics Omg… this made me laugh so hard,Mon Aug 19 21:11:36 +0000 2024,0,1
2461,sanny | waiting for christopher to come back,@downbad_buckley he got really into the olympics so maybe water polo and gymnastics? (specifically pommel horse),Mon Aug 19 21:11:33 +0000 2024,0,1
2462,I Am Refocused Radio,Sources: Yabusele joining 76ers after Olympic run -  https://t.co/VfITFSiiAx,Mon Aug 19 21:11:31 +0000 2024,0,0
2463,Mediaite,Olympics Viewership Nearly Doubled From 2020 Games Despite Calls to Boycott Over Opening Ceremony  https://t.co/VQOXjbWXJy,Mon Aug 19 21:11:30 +0000 2024,5,23
2464,Montgomery Community Media,"Bullis School attendee and Olympic medalist, @QuincyWilson5 meets Jay-Z!",Mon Aug 19 21:11:29 +0000 2024,0,2
2465,Trundle The Great,@MattWallace888 What kind of fucking idiot thinks Olympic athletes represent average people?,Mon Aug 19 21:11:21 +0000 2024,0,0
2466,Cass 🍉,made my fire emblem top 100 god this was hard https://t.co/B6OFCQ1Q15,Mon Aug 19 21:11:21 +0000 2024,0,17
2467,Clark Kent Swaggerific🦸🏾,"Did Tanzania have an athlete at the Olympics?
Did they know the olympics were going on?",Mon Aug 19 21:11:08 +0000 2024,0,1
2468,MultiversX Lounge,"@TalbertSwan Oh, the slavery Olympics of what slaves had it worse. I wonder who is going to get gold, sliver, or bronze? Nobody defends slavery even though it has happened from the beginning of time. Trying insinuate that people whitewash a great stain on America because of history is weak. https://t.co/ng2cgE0vwS",Mon Aug 19 21:11:14 +0000 2024,0,0
2469,LaDon,What if Lebron KD &amp; Curry we’re on the same team Olympic Gold Medal Edit... https://t.co/0u48jmvbvA via @YouTube,Mon Aug 19 21:11:09 +0000 2024,0,0
2470,Jay,"Ya, know
After three weeks of enduring commie/lgbt alphabet people olympics of passing the torch

We gotta endure the commie media Joe Biden democrat party passing the torch to a worse Kommie Kamala
Quite apropos
Since the democrat party started the kkk and love Bull Connor https://t.co/Vg8kLumtvF",Mon Aug 19 21:11:18 +0000 2024,0,0
2471,Jim Hunt Sports Illustrations,@cllctMedia @mhendersonart Very cool. Immediately brought to mind LeRoy Neiman and his paintings over five Olympic games.,Mon Aug 19 21:11:08 +0000 2024,0,0
2472,Henry Maus,@Pastor_Gabe Yours is exactly the same behavior exhibited by French Olympic organizers.,Mon Aug 19 21:11:03 +0000 2024,0,0
2473,Originals,"@GazetteNGR The man who ruined the flourishing Education system in Ogun State.

I remember how we go boisterous in Cowbell mathematics competition, Olympic etc... Until this clown came! Sadly, the incumbent is more pathetic",Mon Aug 19 21:11:02 +0000 2024,0,2
2474,iPower 92.1/104.1,Jordan Chiles Speaks Out On Olympic Bronze Controversy: ‘I Have No Words’ https://t.co/ttwL2Mt4Et https://t.co/jhzCU7qiXW,Mon Aug 19 21:11:00 +0000 2024,1,1
2475,StreetGamesYorkshire,"Activities are underway! 
🤺⛳️🥅🧗‍♀️⚽️🏃🏿‍♀️🏹🎾🪓

Such enthusiasm from the young people to give new Olympic and Paralympic sports a go! And support each other along the way. https://t.co/0sktgJ3ox9",Mon Aug 19 21:10:43 +0000 2024,0,1
2476,The‘kee,@JakeWSimons Our next Olympic women’s boxing champ,Mon Aug 19 21:10:48 +0000 2024,0,0
2477,PopCultureNerd5 🇲🇽 🇺🇸,@Amysolesx_feet @SquishySax An actual domme and slave olympics does sound amazing. I really hope someone gets on that to make it happen. You would definitely make a good run for the ballbusting competition.,Mon Aug 19 21:10:48 +0000 2024,0,1
2478,Angry Blewish Talmudic Satan,"@ipse425 @FredHahnCUPE Again, I’m all for protesting Israel.

Fun fact that should be noted, however: the only Olympians murdered during the modern @Olympics were 11 Israeli athletes + coaches in Munich, 1972 by Palestinian Black September

Iran helped protect those terrorists &amp; refused a commemoration",Mon Aug 19 21:10:53 +0000 2024,0,0
2479,VelodyQC,@Alys_Wanderland @sultanares1 @icons_women @Nike @iocmedia @Olympics That it is…. ✅,Mon Aug 19 21:10:30 +0000 2024,0,0
2480,Carl Brutananadilewski,@FREEbeer_4_all They should have midget sports as part of the Special Olympics.  Maybe then I'd actually watch it for the laughs.,Mon Aug 19 21:10:28 +0000 2024,0,0
2481,Vanish,why aren’t overwatch competitions part of the olympics,Mon Aug 19 21:10:27 +0000 2024,0,2
2482,Doc Whitfield,"@benshapiro Are they having the group that opened and closed the Olympics perform at their opening ceremony, with bit performances by Hillary, Michele, Barry, Joe and Jill? Barf bags to be provided gratis.",Mon Aug 19 21:10:26 +0000 2024,0,0
2483,Tarmarq,"@authorMsBev I don't know why breakdancing was considered an Olympic sport, but it would not be in the '28 Olympics, and the criticism of Raygun's performance is the reason why.",Mon Aug 19 21:10:14 +0000 2024,0,1
2484,JR,"@MattWallace888 Yeah, Aleysha Newman, the Olympic pole vaulter, is an avg Canadian girl. 🤡",Mon Aug 19 21:10:12 +0000 2024,0,1
2485,The Nationalist,Great Picture: Olympic hero Daire Lynch tries his hand at photography at Tipperary homecoming https://t.co/ljDomwAwNN,Mon Aug 19 21:10:09 +0000 2024,0,0
2486,Angel Haga,@RetaShepard3 @wendyp4545 @KamalaHarris Because we learn more about her!  This is good!  CommiKamala &amp; TamTim are an excellent team that shows failure of Communism &amp; how it ruins a country.  Look at the rest of countries like the mess in Europe.  Olympics lost me as viewer/visitor permanently.  I am offended Catholic.,Mon Aug 19 21:10:09 +0000 2024,0,1
2487,TipperaryLive,Great Picture: Olympic hero Daire Lynch tries his hand at photography at Tipperary homecoming https://t.co/HZ451H97ao,Mon Aug 19 21:10:09 +0000 2024,0,3
2488,Mr Commonsense,"3) Tree of Life in Washington's  Olympic National Park, that spread its roots across a valley to gain stability https://t.co/j8mrLXwcQA",Mon Aug 19 21:10:01 +0000 2024,1,22
2489,Alemi Daniel 📸🇸🇸,"Capturing greatness. Proud to showcase the journey of @nuniomot21 , South Sudan’s Olympic basketball hero. From the court to the world stage, his story is one of resilience, passion, and national pride. 🇸🇸🏀 #NuniOmot #OlympicHero #SouthSudan #BasketballLegends https://t.co/sAbueG7H0L",Mon Aug 19 21:09:59 +0000 2024,12,65
2490,Galway Bay FM Sport,Ireland Celebrates Best Olympic Games Ever - A Over The Line Special - https://t.co/1hKc2pg2MV https://t.co/uLdi5OPZib,Mon Aug 19 21:09:43 +0000 2024,0,1
2491,Mark Wall,@LibertyCappy It's Olympic boxing,Mon Aug 19 21:09:40 +0000 2024,0,0
2492,Tidz M,@nematombo @TeamZimOlympic @KirstyCoventry @BarbaraRwodzi @JMafume @GGuvamatanga @iMisred @dhonzamusoro007 @HakuExplains I think let's start of by sending more athletes to the games &amp; try bring home a few more medals.  The fact that we can't be serious in getting together a good team for the Olympics is a sign that in general we don't respect sport and the admin around it. Let's master that first.,Mon Aug 19 21:09:39 +0000 2024,0,1
2493,SexyOlympicsHQ,Ouch 😔 https://t.co/U6kqvCYli2,Mon Aug 19 21:09:38 +0000 2024,7,91
2494,Lakeshow Danish,"Add AD and we straight 

Bro really starting to become underrated despite phenomenal play for the last few yrs especially in the Olympics where he was the best big on the team that featured embiid",Mon Aug 19 21:09:33 +0000 2024,0,0
2495,🍁,I miss the Olympics,Mon Aug 19 21:09:32 +0000 2024,5,1
2496,Utkarsh Jha,"Team USA at the Paris Olympics!
Contingent Size: 592🤯Participated in 31/32 events at the Olympics. The first step for #India is to gather a capable contingent similar to this number and medals are bound to follow!
(Source: @es_sportsnews)
#ParisOlympics #TeamUSA https://t.co/dfYricCQwF",Mon Aug 19 21:09:31 +0000 2024,0,1
2497,Raging Rich Dunfield,"@RemyMacs Usman was race baiting a Latino Olympic Champion from Los Angeles and you had the nerve to promote that rubbish when your lard ass is from Scotland , just pure dumb ass behavior but no surprise when I see how most of you think over there as you give away your home land",Mon Aug 19 21:09:26 +0000 2024,0,10
2498,Karen Wrz 🟧,@servicerotties She might be able to win a 🏅 in the next Olympics!,Mon Aug 19 21:09:24 +0000 2024,0,1
2499,Ohtani MVP,@TruthBerner34 @HoodiiBron did you not just see curry in the olympics???😂😂😂,Mon Aug 19 21:09:19 +0000 2024,0,2
2500,Sincap,@Olympics Opening was horrible. Closing was horrible... Horrible work.,Mon Aug 19 21:09:16 +0000 2024,0,0
2501,Geoffrey Riccio,@mjmckindley @JustinJBasch Anyone who competed at the Olympics is ineligible for the non-olympic wtt. 2021 was an exception because of the weird covid yr with the Olympics being in '21 instead of '20,Mon Aug 19 21:09:15 +0000 2024,0,0
2502,Olympic Patrick Star,"@hiramboyd Gim has been playing very well recently lol, the issues are in other areas",Mon Aug 19 21:09:11 +0000 2024,0,0
2503,Happytrees.eth,@Alphafox78 The Canadian women not in the olympics. https://t.co/3dOZPLvKJg,Mon Aug 19 21:09:08 +0000 2024,0,0
2504,WSJ. Magazine,Anthony Edwards on dunking the ball lobbed to him by his childhood hero Kevin Durant during the Olympics gold-medal game: “That was the best feeling of my life.” https://t.co/fEaNnd8xMU,Mon Aug 19 21:09:07 +0000 2024,0,3
2505,Chicagoan in the desert 🏜,@TheRoyalMadame @Simone_Biles Trolling an American Olympic superstar because you're a magat. Sounds about right.,Mon Aug 19 21:08:52 +0000 2024,0,2
2506,Jayel,"Stream Schedule for this week! Time will have to be whenever I am available. ""Team Starbits game"" means any game that I might be playing together with my Streamer Olympics team

Schedule and game plan subject to changes, of course https://t.co/Hqq1Qej7WH",Mon Aug 19 21:08:56 +0000 2024,1,5
2507,DoItAllCjay,Mathias Lessort would be great addition for my Knicks to be apart of the bench mob. He played well for France in the Olympics. Make it happened before another team snatch him @nyknicks,Mon Aug 19 21:08:59 +0000 2024,0,1
2508,Bob Ryan,"From 1955-69 Bill Russell’s teams competed for 16 championships: 2 NCAAs, an Olympics and 13 NBA titles. His teams just happened to win 14, missing a 15th only because he was hurt. I, for one, do not think it was coincidence.",Mon Aug 19 21:08:32 +0000 2024,82,781
2509,Justin Britton,"Olympics, but made it blurry. https://t.co/3q3RvkI8QB",Mon Aug 19 21:08:27 +0000 2024,3,80
2510,NPC,Yeah Olympic Flag Football is going to be so fun,Mon Aug 19 21:08:16 +0000 2024,0,1
2511,Lucie⸆⸉,Ready for it was used for the olympics on the 27th and the teased date for rep release is also 27,Mon Aug 19 21:08:15 +0000 2024,0,0
2512,Nick 🇺🇾,@TheUFCStats The winner will face Musa Evloev (brother of Musa Evloev) olympic gold medalist in freestyle wrestling right?,Mon Aug 19 21:08:13 +0000 2024,0,1
2513,All Left Sides,@Monkie669_ Thanks for the warning! That was like walking blind into the pain olympics...,Mon Aug 19 21:08:13 +0000 2024,0,3
2514,Sherry,@brixwe Isn’t that Jesus from the Olympics!?,Mon Aug 19 21:08:12 +0000 2024,0,0
2515,Wrong Mr. Pickford altogether!,"The Dolphins are NOT interested in letting Tyreek tear his ACL at the Olympics, is what I'm saying. 

NFL wants SOME guys there, just not the ones YOU want there.",Mon Aug 19 21:08:12 +0000 2024,0,0
2516,RegularguyJim,"@MattWallace888 How in the world is an Olympic athlete, an average Canadian girl?",Mon Aug 19 21:08:05 +0000 2024,0,0
2517,Mel's Bells,"@TennisPuneet That gold at the Olympics meant more to him than all his other awards put together. Because at the Olympics, he played for the country he loves and the people he loves, not for himself. That he was able to complete that makes him even more dangerous. Because the pressure's off",Mon Aug 19 21:08:03 +0000 2024,0,1
2518,Happy Starring 🐇 Olympic mood,@nanahoshi_i7 My eyes feel blessed !! 🥹🥹 Hope you will continue to cosplay our precious boys ;w; &lt;3 Thanks for your amazing work during all these year !! &lt;3,Mon Aug 19 21:07:58 +0000 2024,0,0
2519,JX-Phantom,"Yo, I'm sorry, but I can't stop dying off this, I gotta watch out 4 my Facebook fam sometimes... But I'm sorry, look at buddy in Pic 2! He look professional as he'll as the crack smoking Olympics! Look like he giving a damn tutorial n shit. Prolly the only way he can work hard.",Mon Aug 19 21:07:52 +0000 2024,0,0
2520,Olympic Ballsack,"@MalaakSafa Plus, think of all those cats that will have homes.",Mon Aug 19 21:07:52 +0000 2024,0,0
2521,Reach Olympics,@Haqiqatjou @RealCandaceO @DanBilzerian @Cobratate Dumb ass hat,Mon Aug 19 21:07:43 +0000 2024,0,1
2522,William D.,@MattWallace888 Why are you saying the average Canadian girl is an Olympic athlete?,Mon Aug 19 21:07:37 +0000 2024,0,0
2523,ChristinaD WEAR AN FFP2 MASK AS COVID IS AIRBORNE,"Tess Finch-Lees: It hasn’t gone away you know, Paris Olympics proved ignoring Covid is not a winner | Irish Independent https://t.co/mILXrBw7li",Mon Aug 19 21:07:35 +0000 2024,1,1
2524,Gage Standingready,"@bonnewillbonne @AP Indeed, it's nothing but an all-around cluster fuck. The Olympics have been so MASSIVELY corrupt from so many angles that it's impossible to untangle.",Mon Aug 19 21:07:32 +0000 2024,0,1
2525,Reach Olympics,@itsmorganariel Stfu get off of social media,Mon Aug 19 21:07:32 +0000 2024,0,1
2526,🙏RaZza ☸️☪️✝️✡️🕉️,"@daniel86cricket Daniel, this series of posts about India in Olympics should go till next Olympics... 🤪🤣🤣🤣

Largest population
0  gold medals... 🤣🤣🤣",Mon Aug 19 21:07:26 +0000 2024,0,0
2527,Ian Hancock,@City_Chief I think they are giving him a longer break after playing at the Olympics,Mon Aug 19 21:07:22 +0000 2024,0,5
2528,💪🏽Reacher’s bestie,"Can he not assist us, with Long jumps or the pole jump at the next olympics? He looks rather flexible",Mon Aug 19 21:07:24 +0000 2024,0,0
2529,jimmy jim james jimbo,@NateTidwell86 Don’t diageee. But rights deals are speculation based on future earnings and revenues + increase in enterprise value. This deal will run through the LA Olympics. The WNBA left a lot of $$ on the table IMO.,Mon Aug 19 21:07:21 +0000 2024,0,0
2530,Darren Chin,@CelticsMuse @celtics Three of their starters were selected for the 2024 Olympic team.,Mon Aug 19 21:07:10 +0000 2024,0,1
2531,Araba Kpura,@AIT_Online But they allowed our athletes to use foreign equipment at the Olympics.,Mon Aug 19 21:07:19 +0000 2024,0,0
2532,𝓒𝓸𝓷𝓼𝓮𝓻𝓿𝓪𝓽𝓲𝓿𝓮𝓓𝓲𝓿𝓪™,Olympic cyclist found dead in Las Vegas apartment 'after choking on food' https://t.co/5sd2ncwdMZ,Mon Aug 19 21:07:18 +0000 2024,1,0
2533,Lucy Gray 🏳️‍⚧️,@gender_cult @Cooperstreaming I just want you to answer this simple question: how was she allowed to compete if it is illegal to be trans in her home country? How would her country let a trans woman compete in the olympics?,Mon Aug 19 21:07:13 +0000 2024,0,0
2534,JAZZY LADY,I found this on NewsBreak: Former Olympic cyclist Daniela Larreal Chirinos found dead inside Las Vegas apartment days after choking on her food: report 🙏🙏🙏 https://t.co/xhUkCu6qic,Mon Aug 19 21:07:21 +0000 2024,0,0
2535,GrizzlyOlympics,@TurdToGold Best game on Roblox,Mon Aug 19 21:07:09 +0000 2024,0,1
2536,kristen worley 🇳🇿,"@KatCraig1 @TraceyLeeHolmes @SportandRights We’re better understanding the connection contributing to athlete trauma and nation unwellness, caused by Euroscentric sport through the delivery system of the @Olympics Movement. Epigenetic’s 🧬 holds the 🔑 to understanding.#SafeSport https://t.co/kAjgttBxx1",Mon Aug 19 21:07:09 +0000 2024,0,2
2537,Foundation Against Intolerance & Racism (FAIR),"NEW EPISODE: A Turning Point in the Fight for Equality; Why You Should Rewatch the Olympics; Inside the Campaign to Blacklist ‘Zionist’ Therapists; upcoming events with @FAIRinMedicine and @fairforall_arts; and so much more!  Listen &amp; subscribe ⬇️
https://t.co/dGEuuf9x0h",Mon Aug 19 21:07:06 +0000 2024,0,1
2538,TdoesTweets,"@TheDunkCentral @NightcapShow_ @ClutchPoints Olympics are over... isn't he supposed to go back to being irrelevant for the next 3 years, 10 months now?",Mon Aug 19 21:07:06 +0000 2024,0,1
2539,Reckon,"U.S. Women’s soccer Olympian Ali Krieger spoke at the LGBT caucus of the Democratic convention, discussing equal pay and LGBTQ+ rights. Krieger, a two-time World Cup champion and Olympic gold medalist, has been vocal about equality in sports and society

https://t.co/pk5C0Ug817",Mon Aug 19 21:07:04 +0000 2024,1,10
2540,carol-hathaway-fancam,Missy Elliott's music videos were my breakdancing Olympics and Alyson Stoner took home the gold every single time.,Mon Aug 19 21:07:04 +0000 2024,0,6
2541,Chris Davis,@AGallagherAlly @neilbobb So you’re not aware of Caster Semenya. Another man cheating his way into women’s Olympics.,Mon Aug 19 21:07:00 +0000 2024,0,0
2542,A Petty Mess,"@Provokatov Every other religion. 

Christianity gets to be ridiculed, parodied at global events like the Olympics and used by the lgbtqia community for “style” and we can’t say anything back otherwise we’re transphobic bigots. 

It’s disrespectful. Period.",Mon Aug 19 21:06:59 +0000 2024,0,0
2543,Steve Kapog,@l3v1at4an @CarymaRules Gold medalist olympic womans boxing.,Mon Aug 19 21:06:58 +0000 2024,0,1
2544,Quinn ☘️,@ducelive There’s guys that will win cause they fast and shifty like Tyreek and them but there’s flag players that been doing this their whole life that definitely deserve a spot if they go to the Olympics,Mon Aug 19 21:06:56 +0000 2024,0,0
2545,Sara Aziz,"@CincyTennis Sinner is known more for feigning injury when he starts losing. The famous ""sinner hip hold"".

Also, for letting down Italy at the Olympics.",Mon Aug 19 21:06:52 +0000 2024,0,0
2546,Quan Wick,"@samborghiniz @Austinforkeep @MJAcquiredTaste im comparing the Olympic tournament with Wemby to a season of year of sochan with Wemby

Yabusele is a better fit for Wemby than Sochan. I did not say he was better than Sochan.",Mon Aug 19 21:06:44 +0000 2024,0,1
2547,Rami Diab,"@City_Chief Let him rest, he played cops America and Olympics",Mon Aug 19 21:06:16 +0000 2024,0,1
2548,Dawid | Post-Olympic Mourning Era,@grasslenka Congrats!!!,Mon Aug 19 21:06:16 +0000 2024,0,1
2549,Dune,Tucker practicing his 2028 Olympic breakdance  bunny hop https://t.co/FLpzsOGXhC,Mon Aug 19 21:06:12 +0000 2024,1,6
2550,Shotta,can @jxmyhighroller go ahead and drop that steph curry olympic performance video i been waiting,Mon Aug 19 21:06:09 +0000 2024,0,1
2551,1ADay,@creepydotorg @Olympics No one wants to remember this epic failure but the internet is too strong and ppl are too quick. Someone will always have the full clip lol,Mon Aug 19 21:06:08 +0000 2024,0,0
2552,Miss Marisa Mars,@AnarchaOblix If nosing a butthole was an Olympic sport I'd be going for the gold,Mon Aug 19 21:06:06 +0000 2024,0,1
2553,I am that I am,@mymixtapez He never ran track in his life. The  Olympics usually fire up folks who haven't exercised in years to suddenly believe they can duplicate what they saw while sitting on the sofa. 😆😆😆👀🤓,Mon Aug 19 21:06:05 +0000 2024,0,0
2554,Carlton King https://open.spotify.com/episode/6TAI,"Do the Olympic Games really provide a level playing field for all?
https://t.co/w77FlOeEH4",Mon Aug 19 21:05:59 +0000 2024,1,1
2555,Chris Stable,@creepydotorg @Olympics Because she is an embarrassment to breakdancing and Australia Biggest con to get to the Olympics ever,Mon Aug 19 21:05:41 +0000 2024,0,0
2556,akman,@MaidahMuhammad @United_World__ What he acheived in Paris olympics is not done by any Pakistani in 77 years of its sporting history. Just open your mind and enjoy and respect what he has achieved.,Mon Aug 19 21:05:40 +0000 2024,0,0
